municipio_id,nombre,year
5241,EL TIEMBLO,2001
5073,FLORES DE AVILA,1990
5077,FUENTE EL SAUZ,1990
5074,FONTIVEROS,2001
5075,FRESNEDILLA,2006
5078,FUENTES DE AÑO,1990
5079,GALLEGOS DE ALTAMIROS,1990
5083,GEMUÑO,2007
5082,GAVILANES,1996
5080,GALLEGOS DE SOBRINOS,1990
5081,GARGANTA DEL VILLAR,1990
5085,GIL GARCIA,1989
5086,GIMIALCON,1990
5084,GILBUENA,1989
5087,GOTARRENDURA,2009
5088,GRANDES Y SAN MARTIN,1990
5090,GUTIERRE-MUÑOZ,2013
5092,HERNANSANCHO,2015
5094,HERREROS DE SUSO,1990
5093,HERRADON DE PINARES,2002
5089,GUISANDO,2011
5095,HIGUERA DE LAS DUEÑAS,2006
5101,HOYOCASERO,2005
5106,HOYOS DE MIGUEL MUÑOZ,1990
5099,HORCAJO DE LAS TORRES,1990
5103,HOYORREDONDO,1989
5104,HOYOS DEL COLLADO,2006
5105,HOYOS DEL ESPINO,2006
5107,HURTUMPASCUAL,1990
5002,LA ADRADA,1996
5108,JUNCIANA,1989
5010,LA ALDEHUELA,2004
5096,LA HIJA DE DIOS,1990
5051,LA CARRERA,2016
5061,LA COLILLA,2012
5097,LA HORCAJADA,1989
5027,LAS BERLANAS,2005
5110,LANZAHITA,1996
5247,LA TORRE,1989
5232,LA SERRADA,2012
5109,LANGA,1990
5114,MADRIGAL DE LAS ALTAS TORRES,2014
5168,LAS NAVAS DEL MARQUES,1995
5113,LOS LLANOS DE TORMES,1989
5115,MAELLO,2000
5116,MALPARTIDA DE CORNEJA,1989
5117,MAMBLAS,2012
5119,MANJABALAGO Y ORTIGOSA DE RIOA,1990
5118,MANCERA DE ARRIBA,1990
5120,MARLIN,1990
5121,MARTIHERRERO,1990
5123,MEDIANA DE VOLTOYA,1989
5124,MEDINILLA,2008
5126,MESEGAR DE CORNEJA,1990
5125,MENGAMUÑOZ,1990
5122,MARTINEZ,2013
5128,MINGORRIA,2004
5132,MOMBELTRAN,2002
5127,MIJARES,2008
5130,MIRONCILLO,2013
5131,MIRUEÑA DE LOS INFANZONES,1990
5133,MONSALUPE,1989
5138,MUÑOGALINDO,2014
5135,MUÑANA,2013
5134,MORALEJA DE MATACABRAS,1990
5136,MUÑICO,1990
5142,MUÑOSANCHO,1990
5140,MUÑOMER DEL PECO,1990
5139,MUÑOGRANDE,1990
5143,MUÑOTELLO,1990
5141,MUÑOPEPE,2013
5144,NARRILLOS DEL ALAMO,1989
5149,NARROS DE SALDUEÑA,1990
5145,NARRILLOS DEL REBOLLAR,1990
5147,NARROS DEL CASTILLO,1990
5148,NARROS DEL PUERTO,1990
5154,NAVADIJOS,1990
5153,NAVA DEL BARCO,1989
5155,NAVAESCURIAL,1990
5152,NAVA DE AREVALO,2009
5151,NAVACEPEDILLA DE CORNEJA,1990
5157,NAVALACRUZ,2009
5159,NAVALONGUILLA,1989
5160,NAVALOSA,2006
5156,NAVAHONDILLA,1999
5158,NAVALMORAL,2005
5164,NAVAQUESERA,2009
5162,NAVALPERAL DE TORMES,2007
5161,NAVALPERAL DE PINARES,1996
5165,NAVARREDONDA DE GREDOS,2005
5163,NAVALUENGA,1995
5166,NAVARREDONDILLA,1989
5171,NEILA DE SAN MIGUEL,2008
5169,NAVATALGORDO,1987
5170,NAVATEJARES,1989
5167,NAVARREVISCA,2006
5176,PADIERNOS,2014
5173,OJOS-ALBOS,1989
5172,NIHARRA,2008
5177,PAJARES DE ADAJA,1989
5174,ORBITA,2012
5178,PALACIOS DE GODA,2008
5181,PASCUALCOBO,2013
5182,PEDRO BERNARDO,2007
5183,PEDRO-RODRIGUEZ,1990
5179,PAPATRIGO,1990
5188,POVEDA,1990
5187,PIEDRALAVES,2007
5184,PEGUERINOS,1996
5185,PEÑALBA DE AVILA,1989
5186,PIEDRAHITA,1998
5193,RASUEROS,1990
5189,POYALES DEL HOYO,1996
5192,PUERTO CASTILLA,1989
5190,POZANCO,1989
5191,PRADOSEGAR,1990
5195,RIOFRIO,2014
5197,SALOBRAL,1990
5196,RIVILLA DE BARAJAS,1990
5194,RIOCABADO,2007
5198,SALVADIOS,1990
5201,SAN BARTOLOME DE PINARES,2003
5199,SAN BARTOLOME DE BEJAR,2014
5206,SAN ESTEBAN DE LOS PATOS,1989
5208,SAN ESTEBAN DE ZAPARDIEL,1990
5200,SAN BARTOLOME DE CORNEJA,1989
5207,SAN ESTEBAN DEL VALLE,1987
5901,SAN JUAN DE GREDOS,2006
5209,SAN GARCIA DE INGELMOS,1990
5210,SAN JUAN DE LA ENCINILLA,1990
5211,SAN JUAN DE LA NAVA,2004
5212,SAN JUAN DEL MOLINILLO,1989
5216,SAN MARTIN DEL PIMPOLLAR,2006
5214,SAN LORENZO DE TORMES,1989
5213,SAN JUAN DEL OLMO,1990
5215,SAN MARTIN DE LA VEGA DEL ALBE,1990
5219,SAN PASCUAL,2009
5217,SAN MIGUEL DE CORNEJA,1990
5218,SAN MIGUEL DE SERREZUELA,1990
5231,SAN VICENTE DE AREVALO,1990
5220,SAN PEDRO DEL ARROYO,1990
5205,SANCHORREJA,1990
5221,SANTA CRUZ DEL VALLE,2008
5226,SANTA MARIA DE LOS CABALLEROS,1989
5204,SANCHIDRIAN,2010
5222,SANTA CRUZ DE PINARES,2005
5224,SANTA MARIA DEL ARROYO,1990
5228,SANTIAGO DEL COLLADO,1987
5227,SANTA MARIA DEL TIETAR,1996
5225,SANTA MARIA DEL BERROCAL,1989
5902,SANTA MARIA DEL CUBILLO,1989
5230,SANTO TOME DE ZABARCOS,2015
5229,SANTO DOMINGO DE LAS POSADAS,1989
5904,SANTIAGO DEL TORMES,2007
5234,SIGERES,1990
5233,SERRANILLOS,2006
5237,SOLANA DE RIOALMAR,2007
5238,SOLOSANCHO,2009
5239,SOTALBO,1989
5235,SINLABAJOS,1989
5236,SOLANA DE AVILA,1989
5240,SOTILLO DE LA ADRADA,1996
5243,TOLBAÑOS,1989
5244,TORMELLAS,1989
5245,TORNADIZOS DE AVILA,1989
5242,TIÑOSILLOS,1989
5246,TORTOLES,1990
5251,VADILLO DE LA SIERRA,1990
5249,UMBRIAS,1989
5252,VALDECASA,1990
5253,VEGA DE SANTA MARIA,1989
5254,VELAYOS,2007
5905,VILLANUEVA DE AVILA,1987
5258,VILLANUEVA DE GOMEZ,2009
5257,VILLAFRANCA DE LA SIERRA,1990
5256,VILLAFLOR,1990
5261,VILLAR DE CORNEJA,1989
5260,VILLANUEVA DEL CAMPILLO,1990
5259,VILLANUEVA DEL ACERAL,1990
5262,VILLAREJO DEL VALLE,2006
5263,VILLATORO,1990
6001,ACEDERA,1994
5265,VITA,1990
5264,VIÑEGRA DE MORAÑA,1990
5267,ZAPARDIEL DE LA RIBERA,1987
5266,ZAPARDIEL DE LA CAÑADA,2013
6002,ACEUCHAL,1998
6004,ALANGE,1999
6007,ALCONCHEL,2009
6003,AHILLONES,2007
6006,ALBURQUERQUE,2001
6009,ALJUCEN,2006
6011,ALMENDRALEJO,1994
6010,ALMENDRAL,2007
6008,ALCONERA,2009
6012,ARROYO DE SAN SERVAN,1998
6013,ATALAYA,2009
6014,AZUAGA,2000
6016,BARCARROTA,2006
6015,BADAJOZ,1996
6017,BATERNO,2008
6020,BIENVENIDA,2007
6018,BENQUERENCIA DE LA SERENA,2008
6021,BODONAL DE LA SIERRA,2009
6019,BERLANGA,2007
6022,BURGUILLOS DEL CERRO,2009
6023,CABEZA DEL BUEY,2001
6024,CABEZA LA VACA,2009
6025,CALAMONTE,1998
6026,CALERA DE LEON,2009
6027,CALZADILLA DE LOS BARROS,2005
6030,CAPILLA,2008
6033,CASAS DE DON PEDRO,1994
6029,CAMPILLO DE LLERENA,2009
6031,CARMONITA,2004
6028,CAMPANARIO,2007
6034,CASAS DE REINA,2008
6035,CASTILBLANCO,2013
6036,CASTUERA,1999
6042,CHELES,2009
6038,CORDOBILLA DE LACARA,2007
6040,CORTE DE PELEAS,2007
6043,DON ALVARO,2006
6032,EL CARRASCALEJO,2007
6044,DON BENITO,1996
6041,CRISTINA,2006
6045,ENTRIN BAJO,2006
6048,ESPARRAGOSA DE LARES,2008
6046,ESPARRAGALEJO,1998
6049,FERIA,2005
6047,ESPARRAGOSA DE LA SERENA,2007
6050,FREGENAL DE LA SIERRA,2009
6051,FUENLABRADA DE LOS MONTES,1994
6052,FUENTE DE CANTOS,2009
6054,FUENTE DEL MAESTRE,2000
6053,FUENTE DEL ARCO,2008
6057,GARLITOS,2008
6055,FUENTES DE LEON,2009
6056,GARBAYUELA,1994
6903,GUADIANA DEL CAUDILLO,1996
6059,GRANJA DE TORREHERMOSA,2007
6060,GUAREÑA,2009
6064,HIGUERA DE LA SERENA,2007
6062,HELECHOSA DE LOS MONTES,1994
6065,HIGUERA DE LLERENA,2007
6063,HERRERA DEL DUQUE,1994
6069,HORNACHOS,2003
6067,HIGUERA LA REAL,2009
6070,JEREZ DE LOS CABALLEROS,1998
6066,HIGUERA DE VARGAS,2008
6068,HINOJOSA DEL VALLE,2006
6039,LA CORONADA,2006
6005,LA ALBUERA,2007
6037,LA CODOSERA,2007
6061,LA HABA,2007
6058,LA GARROVILLA,1999
6099,LA PARRA,2007
6115,LA ROCA DE LA SIERRA,2006
6071,LA LAPA,2005
6089,LA MORERA,2007
6090,LA NAVA DE SANTIAGO,2007
6073,LLERA,2008
6074,LLERENA,2008
6072,LOBON,2002
6122,LOS SANTOS DE MAIMONA,1995
6162,LA ZARZA,1998
6075,MAGACELA,2008
6076,MAGUILLA,2004
6077,MALCOCINADO,2008
6078,MALPARTIDA DE LA SERENA,2007
6079,MANCHITA,2005
6084,MIRANDILLA,2006
6080,MEDELLIN,1998
6083,MERIDA,2016
6082,MENGABRIL,2007
6081,MEDINA DE LAS TORRES,2009
6085,MONESTERIO,2009
6087,MONTERRUBIO DE LA SERENA,2004
6088,MONTIJO,1995
6091,NAVALVILLAR DE PELA,1994
6086,MONTEMOLIN,2008
6095,OLIVENZA,2000
6093,OLIVA DE LA FRONTERA,2009
6096,ORELLANA DE LA SIERRA,1994
6092,NOGALES,2007
6094,OLIVA DE MERIDA,2005
6101,PERALEDA DEL ZAUCEJO,2008
6102,PUEBLA DE ALCOCER,1994
6098,PALOMAS,2006
6100,PEÑALSORDO,2006
6097,ORELLANA LA VIEJA,2002
6104,PUEBLA DE LA REINA,2006
6105,PUEBLA DEL MAESTRE,2008
6107,PUEBLA DE OBANDO,2008
6103,PUEBLA DE LA CALZADA,1995
6108,PUEBLA DE SANCHO PEREZ,2006
6110,REINA,2008
6902,PUEBLONUEVO DEL GUADIANA,1996
6106,PUEBLA DEL PRIOR,2006
6109,QUINTANA DE LA SERENA,2006
6111,RENA,2006
6112,RETAMAL DE LLERENA,2009
6117,SALVATIERRA DE LOS BARROS,2006
6116,SALVALEON,2006
6114,RISCO,2008
6113,RIBERA DEL FRESNO,2006
6119,SAN PEDRO DE MERIDA,2007
6123,SAN VICENTE DE ALCANTARA,2008
6118,SANCTI-SPIRITUS,2008
6121,SANTA MARTA,1998
6120,SANTA AMALIA,2007
6126,SOLANA DE LOS BARROS,2006
6127,TALARRUBIAS,1994
6124,SEGURA DE LEON,2007
6125,SIRUELA,1994
6128,TALAVERA LA REAL,1995
6129,TALIGA,2009
6130,TAMUREJO,1994
6132,TORREMAYOR,2006
6133,TORREMEJIA,2006
6131,TORRE DE MIGUEL SESMERO,2006
6134,TRASIERRA,2008
6135,TRUJILLANOS,2001
6137,VALDECABALLEROS,1994
6136,USAGRE,2008
6901,VALDELACALZADA,1995
6138,VALDETORRES,1999
6140,VALENCIA DEL MOMBUEY,2009
6139,VALENCIA DE LAS TORRES,2008
6141,VALENCIA DEL VENTOSO,2009
6146,VALLE DE LA SERENA,2008
6142,VALVERDE DE BURGUILLOS,2009
6148,VALLE DE SANTA ANA,2009
6144,VALVERDE DE LLERENA,2008
6147,VALLE DE MATAMOROS,2009
6143,VALVERDE DE LEGANES,2009
6152,VILLALBA DE LOS BARROS,2007
6150,VILLAGARCIA DE LA TORRE,2008
6151,VILLAGONZALO,2007
6145,VALVERDE DE MERIDA,2006
6149,VILLAFRANCA DE LOS BARROS,1994
6154,VILLANUEVA DEL FRESNO,2009
6156,VILLAR DE RENA,1998
6153,VILLANUEVA DE LA SERENA,1997
6157,VILLARTA DE LOS MONTES,2011
6155,VILLAR DEL REY,2008
6160,ZALAMEA DE LA SERENA,2008
6161,ZARZA-CAPILLA,2008
7002,ALAIOR,2005
6158,ZAFRA,1997
6159,ZAHINOS,2009
7901,ARIANY,2013
7005,ANDRATX,2009
7001,ALARO,1998
7003,ALCUDIA,2002
7004,ALGAIDA,2008
7010,BUNYOLA,1996
7008,BINISSALEM,2008
7006,ARTA,2004
7007,BANYALBUFAR,2006
7009,BUGER,2012
7011,CALVIA,2009
7014,CAPDEPERA,2014
7012,CAMPANET,1995
7013,CAMPOS,2010
7015,CIUTADELLA DE MENORCA,2002
7017,COSTITX,2014
7016,CONSELL,1998
7026,EIVISSA,2012
7064,ES CASTELL,2005
7018,DEIA,2005
7037,ES MERCADAL,2004
7902,ES MIGJORN GRAN,2004
7021,ESTELLENCS,2006
7020,ESPORLES,2002
7019,ESCORCA,2006
7022,FELANITX,2008
7023,FERRERIES,2004
7024,FORMENTERA,2013
7027,INCA,2016
7025,FORNALUTX,2014
7028,LLORET DE VISTALEGRE,2014
7033,MANACOR,1997
7029,LLOSETA,2007
7030,LLUBI,1995
7031,LLUCMAJOR,2008
7034,MANCOR DE LA VALL,2010
7038,MONTUIRI,2011
7035,MARIA DE LA SALUT,2008
7032,MAO-MAHON,2005
7036,MARRATXI,2009
7040,PALMA,2013
7043,PORRERES,2017
7039,MURO,2007
7042,POLLENÇA,2007
7041,PETRA,1995
7050,SANT JOAN DE LABRITJA,2013
7046,SANT ANTONI DE PORTMANY,2003
7049,SANT JOAN,1996
7045,PUIGPUNYENT,2007
7044,SA POBLA,2008
7052,SANT LLUIS,2007
7053,SANTA EUGENIA,2006
7054,SANTA EULARIA DES RIU,2011
7051,SANT LLORENÇ DES CARDASSAR,2010
7048,SANT JOSEP DE SA TALAIA,2004
7058,SELVA,2006
7055,SANTA MARGALIDA,2000
7056,SANTA MARIA DEL CAMI,2006
7047,SENCELLES,2012
7057,SANTANYI,1997
7059,SES SALINES,2008
7061,SOLLER,2012
7063,VALLDEMOSSA,2018
7062,SON SERVERA,2007
7060,SINEU,2001
8001,ABRERA,1997
8003,ALELLA,2002
8014,AIGUAFREDA,2008
8002,AGUILAR DE SEGARRA,2008
7065,VILAFRANCA DE BONANY,2001
8009,ARGENTONA,2009
8004,ALPENS,2010
8006,ARENYS DE MAR,2002
8008,ARGENÇOLA,1988
8007,ARENYS DE MUNT,2000
8013,AVINYONET DEL PENEDES,2008
8010,ARTES,2005
8012,AVINYO,2005
8015,BADALONA,1998
8011,AVIA,1986
8017,BALENYA,2012
8252,BARBERA DEL VALLES,1990
8016,BAGA,2009
8018,BALSARENY,2005
8904,BADIA DEL VALLES,2010
8020,BEGUES,2010
8019,BARCELONA,2018
8022,BERGA,2001
8023,BIGUES I RIELLS,2005
8021,BELLPRAT,1988
8028,CABRERA D'ANOIA,2001
8030,CABRILS,2008
8031,CALAF,1989
8024,BORREDA,2007
8029,CABRERA DE MAR,2000
8035,CALELLA,2010
8032,CALDES D'ESTRAC,1994
8034,CALDERS,2005
8037,CALLDETENES,1999
8033,CALDES DE MONTBUI,2007
8036,CALONGE DE SEGARRA,1989
8041,CANOVELLES,2004
8039,CAMPINS,2005
8040,CANET DE MAR,2012
8038,CALLUS,2004
8043,CANYELLES,2005
8042,CANOVES I SAMALUS,2004
8044,CAPELLADES,1987
8046,CARDEDEU,2009
8045,CAPOLAT,1989
8048,CARME,2007
8057,CASTELL DE L'ARENY,2009
8047,CARDONA,2008
8049,CASSERRES,1986
8052,CASTELLAR DE N'HUG,2007
8054,CASTELLBISBAL,2005
